Record ID,Subject Heading,General Heading Note,Title,Number,Date,Geographic Location,Corporate Name,Personal Name
,,,,,,,"Utah Central",
,,,,,,,"Utah Idaho Central",
,,,,,,,"Western New York and Pennsylvania",
,,,,,,,"Western Union Telegraph Company",
,,,,,,,"Yosemite Transportation Company",
,,,,,,,"Bank of California",
,,,,,,,"Cleveland Railway",
,,,,,,,"Freeport Railroad",
,,,,,,,"Green Bay and Western",
,,,,,,,"Saint Louis Municipal Bridge Railway System",
,,,,,,,"Pennsylvania Coal Company",
,,,,,,,"Rail Travel Credit Agency",
,,,,,,,"Tonopah and Tidewater",
,,,,,,,"Southern California Railway",
,,,,,,,"Market Street Railway",
,,,,,,,"California Street Cable Railroad",
,,,,,,,"Capital Transit Company",
,,,,,,,"Mattole Lumber COmpany",
,,,,,,,"Baltimore Rapid Transit System",
,,,,,,,"British Columbia Electric / BC Electric",
,,,,,,,"Belfast and Moosehead Lake",
,,,,,,,"Boston Elevated",
,,,,,,,"Branford Electric",
,,,,,,,"California and Nevada",
,,,,,,,"California Central (1858-1868)",
"1854",,,,,,,"Metropolitan Atlanta Rapid Transit System / Authority  (MARTA)",
,,,,,,,"California.  Department of Transportation.  Peninsula Train Service / Southern Pacific / Caltrain",
,,,,,,,"Niagara Frontier Transportation Authority",
,,,,,,,"Catskill Mountain Railroad / Otis Railroad / Catskill and Tannersville Railroad",
,,,,,,,"Chihuahua Pacific",
,,,,,,,"Cincinnati and Lake Erie",
,,,,,,,"Cleveland Transit System",
,,,,,,,"Des Moines and Central Iowa",
,,,,,,,"Detroit and Mackinac",
,,,,,,,"Dominion Atlantic",
,,,,,,,"Durango and Silverton Narrow Gauge Railroad",
,,,,,,,"Denver Tramway Corporation",
,,,,,,,"Esquimalt and Nanaimo",
,,,,,,,"Fall River Line",
,,,,,,,"Ferrocarril Chihuahua al Pacifico",
,,,,,,,"Ferrocarril del Pacifico",
,,,,,,,"Ferrocarril Mexicano",
,,,,,,,"Midland Railway",
,,,,,,,"Ferrocarriles Internacionales de Centro America",
,,,,,,,"Ontario, Government of, Transit",
,,,,,,,"Housatonic",
,,,,,,,"Huntington and Broad Top Mountain Railroad and Coal Company",
,,,,,,,"Indianapolis Union Railway",
,,,,,,,"Los Angeles Union Passenger Terminal",
,,,,,,,"Metropolitan Coach Lines",
,,,,,,,"Metropolitan Transit Authority",
,,,,,,,"Mexican International",
,,,,,,,"Mount Lowe",
,,,,,,,"Narragansett Pier",
,,,,,,,"New York and Long Branch",
,,,,,,,"Pacific Great Western [Model] Railroad",
,,,,,,,"Pajaro Valley",
,,,,,,,"Pennsylvania-Reading Seashore Lines",
,,,,,,,"Philadelphia Suburban Transportation Company",
,,,,,,,"Portland Terminal",
,,,,,,,"Portland Traction",
,,,,,,,"Regional Transit / Sacramento Regional Transit District",
,,,,,,,"Sacramento City Lines",
,,,,,,,"Salt Lake, Garfield and Western",
,,,,,,,"San Diego Trolley",
,,,,,,,"San Francisco and Napa Valley",
,,,,,,,"Sonora-Baja California",
,,,,,,,"Tennessee Central",
,,,,,,,"Toledo, Saint Louis and Kansas City",
,,,,,,,"Great Smoky Mountains Railway",
,,,,,,,"Mokelumne City and Woodbridge",
,,,,,,,"Montreal Transportation Commission",
,,,,,,,"Yakima Interurban Trolley Lines",
,,,,,,,"Yreka Western",
,,,,,,,"Cumbres and Toltec Scenic Railroad / Society for the Preservation of the Narrow Gauge / Friends of the Cumbres & Toltec Scenic Railroad",
,,,,,,,"East Tennessee, Virginia and Georgia",
,,,,,,,"Washington Metropolitan Area Transit Authority",
,,,,,,,"Great Northern Pacific Steamship Company",
,,,,,,,"Redondo Railway",
,,,,,,,"Sacramento and Woodland",
,,,,,,,"Overfair",
,,,,,,,"Chicago, Missouri and Western",
,,,,,,,"Mount Hood Railroad",
,,,,,,,"Ferrocarriles Unidos de Yucatan",
,,,,,,,"Ferrocarril Internacional",
,,,,,,,"Greater Cleveland Regional Transit Authority",
,,,,,,,"Tennessee Valley Railroad",
,,,,,,,"Central Indiana Railway",
,,,,,,,"Cerro Gordo Traction Company",
,,,,,,,"Cooperstown and Charlotte Valley",
,,,,,,,"Croton Valley Railway",
,,,,,,,"Railroad Research Associates",
,,,,,,,"Great Western",
,,,,,,,"Great Western",
,,,,,,,"Green Valley",
,,,,,,,"Appanoose County Community Railroad",
,,,,,,,"Arcata Transportation Company",
,,,,,,,"Arizona and California",
,,,,,,,"Arizona and Utah",
,,,,,,,"Arizona Narrow Gauge",
,,,,,,,"Armour Car Lines",
,,,,,,,"Artrain",
,,,,,,,"Bakersfield and Kern Electric",
,,,,,,,"Bakersfield and Ventura",
,,,,,,,"Baltimore and Ohio Chicago Terminal",
,,,,,,,"Banfield Transitway Project",
,,,,,,,"Bangor, Orono and Oldtown",
,,,,,,,"Bankers Leasing Corporation",
,,,,,,,"Bay Area Rapid Transit District (BART)",
,,,,,,,"Bay Cities Transportation Company",
,,,,,,,"Bay Point and Clayton",
,,,,,,,"Bayside Lumber Company",
,,,,,,,"Bear Creek Scenic Railroad / Bear Creek Junction",
,,,,,,,"Bear Harbour and Eel River",
,,,,,,,"Bear Harbor Lumber",
,,,,,,,"Beaumont, Sour Lake and Western",
,,,,,,,"Berlin Mills Company Railroad",
,,,,,,,"Big Blackfoot",
,,,,,,,"Big Creek",
,,,,,,,"Billerica and Bedford",
,,,,,,,"Black Diamond Coal and Railroad",
,,,,,,,"Black Hawk and Central City Narrow Gauge",
,,,,,,,"Black Hills and Northwestern",
,,,,,,,"Black Hills Central",
,,,,,,,"Blake Brothers Company Quarry Railroad",
,,,,,,,"Blue Mountain and Reading",
,,,,,,,"Blue Ridge Flume and Lumber",
,,,,,,,"Boca and Loyalton",
,,,,,,,"Bodie and Benton",
,,,,,,,"Boone and Scenic Valley",
,,,,,,,"Boston and Chicago Railway Trust Company",
,,,,,,,"Boston and Northern",
,,,,,,,"Boyne City Railroad",
,,,,,,,"Bradshaw Mountain",
,,,,,,,"British Columbia Transit",
,,,,,,,"Brockville and Ottawa",
,,,,,,,"Brookings Lumber and Box",
,,,,,,,"Brooklyn Metropolitan Transit",
,,,,,,,"Bucksport and Elk River",
,,,,,,,"Bullfrog Goldfield",
,,,,,,,"Burlingame Railway",
,,,,,,,"Butte, Anaconda and Pacific",
,,,,,,,"Butte County Railroad",
,,,,,,,"Butte Flume and Lumber",
,,,,,,,"C D Danaher Pine Company",
,,,,,,,"C H Sharp Contracting Company",
,,,,,,,"Cable Railway",
,,,,,,,"Cadillac and Lake City",
,,,,,,,"Calaveras Cement",
,,,,,,,"California.  Department of Transportation",
,,,,,,,"California and Arizona",
,,,,,,,"California and Northern",
,,,,,,,"California and Oregon",
,,,,,,,"California, Arizona and Santa Fe",
,,,,,,,"California Barrel Company",
,,,,,,,"California Door Company",
,,,,,,,"California Eastern",
,,,,,,,"California Exposition",
,,,,,,,"California Midland",
,,,,,,,"California-Nevada",
,,,,,,,"California Northern (1993-  )",
,,,,,,,"California-Oregon Power",
,,,,,,,"California Pacific",
,,,,,,,"California Railway",
,,,,,,,"California, Shasta and Eastern",
,,,,,,,"California Steam Navigation Company",
,,,,,,,"California Steam Railroad",
,,,,,,,"Colorado Pool Association",
,,,,,,,"California Wine Association",
,,,,,,,"Camino, Cable and Northern",
,,,,,,,"Camino, Placerville and Lake Tahoe",
,,,,,,,"Camp Grant and Eureka",
,,,,,,,"Candelaria Water Works and Milling",
,,,,,,,"Cape Fear and Yadkin Valley",
,,,,,,,"Orland-Newville-Pacific",
,,,,,,,"Carson and Tahoe Lumber and Fluming Company",
,,,,,,,"Caspar Lumber",
,,,,,,,"Castro Point Railway and Terminal Company",
,,,,,,,"Cement, Tolenas and Tidewater",
,,,,,,,"Central Avenue Street Railway",
,,,,,,,"Central Branch Union Pacific Railroad",
,,,,,,,"Central Street Railway",
,,,,,,,"Charles City Western",
,,,,,,,"Chico Creek Logging",
,,,,,,,"Chicago and Illinois Midland",
,,,,,,,"Chicago and Northern Pacific",
,,,,,,,"Chicago City Railway",
,,,,,,,"Chicago Surface Lines",
,,,,,,,"Chicago Tunnel Terminal Corporation",
,,,,,,,"Chino Valley Railway",
,,,,,,,"Cincinnati, Chicago and Saint Louis",
,,,,,,,"Cincinnati, Indianapolis, Saint Louis and Chicago",
,,,,,,,"Cincinnati, Washington and Baltimore",
,,,,,,,"City of Prineville Railway",
,,,,,,,"Cleone Tramway",
,,,,,,,"Climax Molybdenum",
,,,,,,,"Clover Valley Lumber Company",
,,,,,,,"Coal Fields Railroad",
,,,,,,,"Columbia and Philadelphia",
,,,,,,,"Columbus and Greenville",
,,,,,,,"Consolidated Piedmont Cable Company",
,,,,,,,"Consolidated Rapid Transit and Elevated Railroad Company of Chicago",
,,,,,,,"Conway Electric Street RAilway",
,,,,,,,"Cooperative Transit Company",
,,,,,,,"Corona and Santa Fe",
,,,,,,,"Corydon 1883 Scenic Railroad",
,,,,,,,"Cowell Portland Cement",
,,,,,,,"Cripple Creek and Colorado Springs",
,,,,,,,"Cripple Creek and Tin Cup",
,,,,,,,"Cripple Creek and Victor Narrow Gauge",
,,,,,,,"Crystal River and San Juan",
,,,,,,,"Cuyahoga Valley Line Railroad",
,,,,,,,"Dallas Railway and Terminal Company",
,,,,,,,"Dallas, Portland and Astoria Navigation",
,,,,,,,"Dayton and Troy Electric",
,,,,,,,"Death Valley",
,,,,,,,"Deep Creek",
,,,,,,,"Deer Creek Scenic Railroad",
,,,,,,,"Delta Finance Company",
,,,,,,,"Denver and Interurban",
,,,,,,,"Denver, Boulder and Western",
,,,,,,,"Denver City Tramway Company",
,,,,,,,"Denver Pacific",
,,,,,,,"Denver, South Park and Pacific",
,,,,,,,"Detroit, Toledo and Ironton",
,,,,,,,"Dolbeer and Carson Lumber",
,,,,,,,"E J Dodge Company",
,,,,,,,"East Oakland Street Railroad",
,,,,,,,"East Shore and Suburban",
,,,,,,,"Regional Transportation Authority",
,,,,,,,"El Dorado Lumber",
,,,,,,,"El DOrado Scenic Railway",
,,,,,,,"Elk Redwood Company",
,,,,,,,"Elk River Mill and Lumber",
,,,,,,,"Elmira, COrning and Waverly",
,,,,,,,"Empire City Lumber",
,,,,,,,"Empire Coal Mine and Railroad",
,,,,,,,"Empire Lumber Company",
,,,,,,,"Ephrata and Lebanon Street Railway",
,,,,,,,"Erie and Western Transportation Company",
,,,,,,,"Eureka and Klamath River",
,,,,,,,"Eureka Municipal Railway",
,,,,,,,"Eureka Southern",
,,,,,,,"Eureka Street Railroad",
,,,,,,,"Ewa Plantation",
,,,,,,,"Ewauna Box Company",
,,,,,,,"Fairfax Incline",
,,,,,,,"Family Lines Rail System (Seaboard Coast Line Railroad / Louisville and Nashville Railroad / Clinchfield Railroad / Georgia Railroad / West Point Route)",
,,,,,,,"Greenbrier, Cleat and Elk",
,,,,,,,"Feather River Railway",
,,,,,,,"Feather River Short Line",
,,,,,,,"Fernley and Lassen",
,,,,,,,"Ferries and Cliff House",
,,,,,,,"Ferrocarril de Cardel a Tuxpan",
,,,,,,,"Regional Transportation District",
,,,,,,,"Ferrocarril Sonora Baja California",
,,,,,,,"Ferrocarril Trujillo",
,,,,,,,"Fisherman's Wharf Railroad",
,,,,,,,"Folsom and El Dorado",
,,,,,,,"Fonda, Johnstown and Gloversville",
,,,,,,,"Forest Grove Transportation Company",
,,,,,,,"Fort Bragg and Southeastern",
,,,,,,,"Redwood Transit COmpany",
,,,,,,,"Forward Mining Development Company",
,,,,,,,"Fred Harvey Service",
,,,,,,,"Fremont, Elkhorn and Missouri Valley",
,,,,,,,"Fresno, Coalinga and MOnterey",
,,,,,,,"Fresno Interurban",
,,,,,,,"Fresno Traction",
,,,,,,,"Fulton and Guerneville",
,,,,,,,"Galveston, Houston and Henderson",
,,,,,,,"Galveston Island Trolley",
,,,,,,,"Gates Tours",
,,,,,,,"Geary Street, Park and Ocean",
,,,,,,,"Genesee and Wyoming",
,,,,,,,"Georgetown Loop Railroad",
,,,,,,,"Gettysburg Railroad",
,,,,,,,"Gilchrist Timber Company",
,,,,,,,"Gilpin Tramway",
,,,,,,,"Glen Blair Redwood Company",
,,,,,,,"Glenwood Electric",
,,,,,,,"Gold Coast Railroad and Museum / Miami Railroad Historical Society",
,,,,,,,"Goldfield Railroad",
,,,,,,,"Goleta Valley Western",
,,,,,,,"Goodrich Transportation Company",
,,,,,,,"Grafton's Tours",
,,,,,,,"Graham County Railroad",
,,,,,,,"Grand Canyon Railway",
,,,,,,,"Grand Trunk Pacific",
,,,,,,,"Grand Trunk Western",
,,,,,,,"Granite Rock Company",
,,,,,,,"Great Northern Paper Company",
,,,,,,,"Griffith Park and Southern",
,,,,,,,"Gulf, Mobile and Northern",
,,,,,,,"Hammond Lumber Company",
,,,,,,,"Hammond Redwood Company",
,,,,,,,"Hanna Nickel Smelting Company",
,,,,,,,"Hannibal and Saint Joseph",
,,,,,,,"Hartford and New Haven",
,,,,,,,"Hawaiian Agricultural Company",
,,,,,,,"Hawaiian Commercial and Sugar Company",
,,,,,,,"Hawaiian Sugar Company",
,,,,,,,"Hawi Mill and Plantation",
,,,,,,,"Hetch Hetchy Railroad",
,,,,,,,"Highland Park and Fruitvale",
,,,,,,,"Highland Railroad",
,,,,,,,"Hillcrest Lumber Company",
,,,,,,,"Hobart Southern",
,,,,,,,"Hobo Railroad",
,,,,,,,"Hocking Valley Scenic Railway",
,,,,,,,"Honakaa Sugar",
,,,,,,,"Honolulu Rapid Transit",
,,,,,,,"Hoot Toot and Whistle Steam Railway",
,,,,,,,"Howard Terminal Railway",
,,,,,,,"Humboldt and Mad River",
,,,,,,,"Humboldt Lumber Mill Company",
,,,,,,,"Humboldt Northern Railway",
,,,,,,,"Humboldt Transit Company",
,,,,,,,"Hutchinson Sugar Plantation",
,,,,,,,"Idaho and Washington Northern",
,,,,,,,"Illinois NOrthern",
,,,,,,,"Indian Wells Valley Civil Defense",
,,,,,,,"Interborough Rapid Transit",
,,,,,,,"Iowa Central",
,,,,,,,"Iron Mountain",
,,,,,,,"J. Niels Lumber Company",
,,,,,,,"Joliet and Elgin",
,,,,,,,"Judson-Alton Excursions",
,,,,,,,"Judson and Company",
,,,,,,,"Kahuku Plantation",
,,,,,,,"Kahului Railroad",
,,,,,,,"Kaiser Bauxite",
,,,,,,,"Kansas Central",
,,,,,,,"Kansas City, Pittsburg and Gulf",
,,,,,,,"Kansas City Terminal Railway",
,,,,,,,"Kansas Pacific",
,,,,,,,"Kauai Railway",
,,,,,,,"Kaydeross Railway",
,,,,,,,"Kekaha Sugar",
,,,,,,,"Kennecott Copper",
,,,,,,,"Kettle Morain Railway",
,,,,,,,"Klickitat Log [Logging?] and Lumber",
,,,,,,,"Klondike Gold Rush Narrow Gauge",
,,,,,,,"Kohala Sugar Company",
,,,,,,,"Lackawanna and Wyoming Valley",
,,,,,,,"Lahaina, Kaanapali and Pacific",
,,,,,,,"Lakeshore and Lyndon Central",
,,,,,,,"Lake Shore Electric",
,,,,,,,"Lake States Steam Transportation Company",
,,,,,,,"Lake Superior and Mississippi",
,,,,,,,"Lake Superior Transit Company",
,,,,,,,"Lake Whatcom",
,,,,,,,"Lamoine Lumber and Trading Company",
,,,,,,,"Laona and Northern",
,,,,,,,"Leadville, Colorado and Southern",
,,,,,,,"Libby, McNeill and Libby",
,,,,,,,"Lihui Plantation",
,,,,,,,"Lime Kiln Railroad",
,,,,,,,"Lincoln, San Francisco and Eastern",
,,,,,,,"Little River Railroad",
,,,,,,,"Little Rock and Fort Smith",
,,,,,,,"Loma Prieta Railroad",
,,,,,,,"Longview Portland and Northern",
,,,,,,,"Lookout Mountain Incline Railway",
,,,,,,,"Lorenz Lumber Company",
,,,,,,,"Los Angeles and San Pedro",
,,,,,,,"Los Angeles Junction Railway",
,,,,,,,"Los Angeles Terminal Railway",
,,,,,,,"Los Angeles Transit Lines",
,,,,,,,"Louisiana Midland",
,,,,,,,"Loyonsville Logging Railroad",
,,,,,,,"Ludlow and Southern",
,,,,,,,"Maddox Air Lines",
,,,,,,,"Madera Sugar Pine",
,,,,,,,"Maid of the Mist",
,,,,,,,"Manhatten Railway",
,,,,,,,"Marysville and Benecia",
,,,,,,,"Marysville and Yuba City",
,,,,,,,"Mason and Oceana",
,,,,,,,"Massachusetts Bay Transportation Authority",
,,,,,,,"Medford Corporation",
,,,,,,,"Memphis and Ohio",
,,,,,,,"Mendocino Lumber Company",
,,,,,,,"Merced Gold Mining Company",
,,,,,,,"Metro de la Ciudad de Mexico",
,,,,,,,"Metropolitan Area Express",
,,,,,,,"Metropolitan Redwood Lumber Company",
,,,,,,,"Mexican Southern",
,,,,,,,"Michigan Central / Great Western",
,,,,,,,"Mid-Continent Railway",
,,,,,,,"Mid-Pacific Railroad",
,,,,,,,"Minarets and Western",
,,,,,,,"Minnesota Transfer Railway",
,,,,,,,"Minor's Mill and Lumber Company",
,,,,,,,"Missouri and North Arkansas",
"1857",,,,,,,"Missouri Pacific / St. Louis, Iron Mountain and Southern",
,,,,,,,"Modesto and Empire Traction",
,,,,,,,"Mohawk and Hudson",
,,,,,,,"Mojave Northern",
,,,,,,,"Mon-Road Railroad",
,,,,,,,"Montana Southern",
,,,,,,,"Monterey and Pacific Grove",
,,,,,,,"Monterey and Salinas Valley",
,,,,,,,"Monterey Coal Company",
,,,,,,,"Monterey COunty Gas and Electric Company",
,,,,,,,"Monticello and Port Jervis",
,,,,,,,"MOnticello and Sangamon Valley",
,,,,,,,"Montreal and Bytown",
,,,,,,,"MOntreal City Passenger Railway",
,,,,,,,"Morris and Essex",
,,,,,,,"Mount Manitou Incline Railway",
,,,,,,,"Mount Ranier Scenic Railroad",
,,,,,,,"Mount Shasta Alpine Scenic Railway",
,,,,,,,"Mount Shasta Power Corporation",
,,,,,,,"Muskingham Electric Railroad",
,,,,,,,"McCloud River Lumber Company",
,,,,,,,"McKay and Company",
,,,,,,,"Napa Valley Railroad",
,,,,,,,"Napa Valley Wine Train",
,,,,,,,"National Steamship Company",
,,,,,,,"Navarro Lumber Company",
,,,,,,,"Navarro Railroad",
,,,,,,,"Nevada Consolidated Copper",
,,,,,,,"Nevada Gypsum",
,,,,,,,"Nevada Railroad",
,,,,,,,"New Canaan Railroad",
,,,,,,,"New Hope and Ivyland",
,,,,,,,"New Hope Barge Company",
,,,,,,,"New Jersey and Hudson River",
,,,,,,,"New Orleans, Opelousas and Great Western",
,,,,,,,"New York and Harlaem",
,,,,,,,"New York and Long Island",
,,,,,,,"New York and Manhatten Beach",
,,,,,,,"New York and Savannah Steamship Lines",
,,,,,,,"New York City Omnibus Corporation",
,,,,,,,"New York City Transit Authority",
,,,,,,,"New York Elevated",
,,,,,,,"New York, Westchester and Boston",
,,,,,,,"Newhall Ranch",
,,,,,,,"Nez Perce",
,,,,,,,"Niagara Falls Short Line",
,,,,,,,"Niagara Gorge Railroad",
,,,,,,,"[Nicaragua SHip Canal]",
,,,,,,,"Non-Plastic Transportation Company",
,,,,,,,"Norfolk and Washington DC Steamboat",
,,,,,,,"North Pacific Transportation",
,,,,,,,"North Pennsylvania",
,,,,,,,"Northern Adirondack",
,,,,,,,"Northern California",
,,,,,,,"Northern Michigan Transportation Company",
,,,,,,,"Northern Pacific Terminal Company",
,,,,,,,"Northern Railway",
,,,,,,,"Northampton and Bath",
,,,,,,,"Oahu Railway and Land Company",
,,,,,,,"Oakland and Berkeley Rapid Transit",
,,,,,,,"Oakland Railroad",
,,,,,,,"Oakland, San Leandro and Haywards Electric Railway",
,,,,,,,"Occidental and Orient Steamship",
,,,,,,,"Ogden Union Railway and Depot Company",
,,,,,,,"Ohio and Mississippi",
,,,,,,,"Oil Creek and Titusville",
,,,,,,,"Old Colony and Newport",
,,,,,,,"Old Mission Portland Cement",
,,,,,,,"Olowalu Sugar Company",
,,,,,,,"Omnibus Cable Company",
,,,,,,,"Oregon and Eureka",
,,,,,,,"Oregon, California and Eastern",
,,,,,,,"Oregon Electric Railway",
,,,,,,,"Oregon Portage Railway",
,,,,,,,"Oregon Southern",
,,,,,,,"Oregon Trunk",
,,,,,,,"Oregonian Railway",
,,,,,,,"Oroville Dam Railroad",
,,,,,,,"Otter Valley Railroad",
,,,,,,,"Pacific Coast Terminal Lines",
,,,,,,,"Pacific Lumber and Wood Company",
,,,,,,,"Pacific Mail Steamship Company",
,,,,,,,"Pacific Portland Cement",
,,,,,,,"Pacific Railroad Company of California",
,,,,,,,"Pacific Southwestern",
,,,,,,,"Palm Springs Aerial Tramway",
,,,,,,,"Park and Cliff House",
,,,,,,,"Park and Ocean",
,,,,,,,"Park Terminal Railroad",
,,,,,,,"Pasadena and Pacific Electric",
,,,,,,,"Patterson and Western",
,,,,,,,"Peck-Judah",
,,,,,,,"Peninsular Railway",
,,,,,,,"Petaluma Street Railroad",
,,,,,,,"Philadelphia and Columbia",
,,,,,,,"Philadelphia Transportation Company",
,,,,,,,"Phoenix Street Railway",
,,,,,,,"Pickering Lumber",
,,,,,,,"Piedmont and Mountain View",
,,,,,,,"Pinafore Park",
,,,,,,,"Pioneer Mill",
,,,,,,,"PIoneer Railroad",
,,,,,,,"Pittsburg Railroad",
,,,,,,,"Pittsburgh Railways Company",
,,,,,,,"Placerville and Sacramento Valley",
,,,,,,,"Plaster City Narrow Gauge",
,,,,,,,"Pokegama Sugar Pine Lumber",
,,,,,,,"Pomona Street Railroad",
,,,,,,,"Pony Express",
,,,,,,,"Port Authority-Trans Hudson",
,,,,,,,"Port Jervis, Monticello and New York",
,,,,,,,"Port Jervis, Monticello and Summitville",
,,,,,,,"Port Terminal Railroad Association",
,,,,,,,"Porterville and Northeastern",
,,,,,,,"Portland and Ogdensburg and Eastern",
,,,,,,,"Portland and Willamette Valley",
,,,,,,,"Potlatch Forests",
,,,,,,,"Poway Railroad",
,,,,,,,"Prairie Dog Central / Vintage Locomotive Society",
,,,,,,,"Prescott and Eastern",
,,,,,,,"Presidio and Ferries Railroad",
,,,,,,,"Puget Sound and Snoqualmie Valley",
,,,,,,,"Quincy and Torch Lake",
,,,,,,,"R E Danaher Company",
,,,,,,,"Rawhide Western",
,,,,,,,"Raymond and Whitcomb",
,,,,,,,"Red Arrow Lines",
,,,,,,,"Red River Lumber Company",
,,,,,,,"Red River Valley Scenic Railway",
,,,,,,,"Redwood Coast Railway",
,,,,,,,"Richardson Brothers",
,,,,,,,"Rio Vista Transit Company",
,,,,,,,"River Lines",
,,,,,,,"Rochester Railway",
,,,,,,,"Rock Island",
,,,,,,,"Rock Island Southern System",
,,,,,,,"Royal Gorge and Silver Rock",
,,,,,,,"Royal Gorge Scenic Railway",
,,,,,,,"Ruby Hill Railroad",
,,,,,,,"Sacramento and Placerville",
,,,,,,,"Sacramento Electric, Gas and Railway",
,,,,,,,"Sacramento Placer and Nevada",
,,,,,,,"Sacramento Regional Area Planning Commission",
,,,,,,,"Sacramento Southern",
,,,,,,,"Sacramento Transit Development Agency",
,,,,,,,"Saginaw, Tuscola and Huron",
,,,,,,,"Salem Railroad",
,,,,,,,"Salinas Railway",
,,,,,,,"Salmon Creek Railroad",
,,,,,,,"San Antonio Car Company",
,,,,,,,"San Bernardino and Redlands",
,,,,,,,"San Bernardino, Arrowhead and Waterman",
,,,,,,,"San Diego and Coronado Ferry",
,,,,,,,"San Diego and Cuyamaca",
,,,,,,,"San DIego and Imperial Valley",
,,,,,,,"San Diego Gas and Electric",
,,,,,,,"San Diego Light Rail Transit Project",
,,,,,,,"San DIego Transit System",
,,,,,,,"San Francisco and Alameda",
